"start","end","val","accn","fy","fp","form","filed","frame","desc","symbol"
"2022-01-01","2022-12-31",1627900000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","ComprehensiveIncomeNetOfTax","TT"
"2022-01-01","2022-12-31",16600000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest","TT"
"2022-01-01","2022-12-31",1644500000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest","TT"
NA,"2022-12-31",0.32,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","ContractWithCustomerLiabilityNoncurrent","TT"
"2022-01-01","2022-12-31",0.55,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","ContractWithCustomerLiabilityRevenueRecognized","TT"
"2022-01-01","2022-12-31",308100000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","CurrentIncomeTaxExpenseBenefit","TT"
NA,"2022-12-31",1.048e+09,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","DebtCurrent","TT"
NA,"2022-12-31",4.6e+09,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","DebtInstrumentFairValue","TT"
"2022-01-01","2022-12-31",67800000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","DeferredIncomeTaxExpenseBenefit","TT"
NA,"2022-12-31",1280900000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","DeferredIncomeTaxLiabilities","TT"
NA,"2022-12-31",954100000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","DeferredTaxAssetsGross","TT"
NA,"2022-12-31",754300000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","DeferredTaxAssetsNet","TT"
NA,"2022-12-31",3.46e+08,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","DeferredTaxAssetsOperatingLossCarryforwards","TT"
NA,"2022-12-31",40700000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","DeferredTaxAssetsOther","TT"
NA,"2022-12-31",254600000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPostretirementBenefits","TT"
NA,"2022-12-31",181500000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther","TT"
NA,"2022-12-31",199800000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","DeferredTaxAssetsValuationAllowance","TT"
NA,"2022-12-31",526600000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","DeferredTaxLiabilities","TT"
NA,"2022-12-31",1600000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","DeferredTaxLiabilitiesOther","TT"
NA,"2022-12-31",3.5e+08,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiabilityUndistributedEarningsOfForeignSubsidiaries","TT"
NA,"2022-12-31",2343200000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","DefinedBenefitPlanAccumulatedBenefitObligation","TT"
NA,"2022-12-31",2051600000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","DefinedBenefitPlanFairValueOfPlanAssets","TT"
"2022-01-01","2022-12-31",-10600000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","DefinedBenefitPlanNetPeriodicBenefitCost","TT"
NA,"2022-12-31",1.847e+09,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateAccumulatedBenefitObligation","TT"
NA,"2022-12-31",1585600000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateFairValueOfPlanAssets","TT"
NA,"2022-12-31",1.85e+09,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateProjectedBenefitObligation","TT"
"2022-01-01","2022-12-31",4e+05,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","DefinedBenefitPlanPrescriptionDrugBenefitAccumulatedPostretirementBenefitObligationDecreaseForSubsidy","TT"
"2022-01-01","2022-12-31",176500000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","Depreciation","TT"
"2022-01-01","2022-12-31",323600000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","DepreciationAmortizationAndAccretionNet","TT"
NA,"2022-12-31",5100000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","DerivativeAssets","TT"
"2022-01-01","2022-12-31",-26900000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax","TT"
"2022-01-01","2022-12-31",-5400000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","DiscontinuedOperationTaxEffectOfDiscontinuedOperation","TT"
"2022-01-01","2022-12-31",3400000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold","TT"
"2022-01-01","2022-12-31",1900000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense","TT"
"2022-01-01","2022-12-31",-5300000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss","TT"
"2022-01-01","2022-12-31",21600000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","DisposalGroupIncludingDiscontinuedOperationOtherExpense","TT"
"2022-01-01","2022-12-31",0,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","DisposalGroupIncludingDiscontinuedOperationRevenue","TT"
"2022-01-01","2022-12-31",620700000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","DividendsCash","TT"
"2022-01-01","2022-12-31",0.173,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","EffectiveIncomeTaxRateContinuingOperations","TT"
"2022-01-01","2022-12-31",0.21,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate","TT"
"2022-01-01","2022-12-31",-0.007,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance","TT"
"2022-01-01","2022-12-31",-0.028,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential","TT"
"2022-01-01","2022-12-31",0.008,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost","TT"
"2022-01-01","2022-12-31",-0.008,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","EffectiveIncomeTaxRateReconciliationOtherAdjustments","TT"
"2022-01-01","2022-12-31",0.011,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes","TT"
NA,"2022-12-31",541200000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","EmployeeRelatedLiabilitiesCurrent","TT"
"2022-01-01","2022-12-31",13500000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense","TT"
NA,"2022-12-31",110500000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","ExtendedProductWarrantyAccrualCurrent","TT"
NA,"2022-12-31",1805500000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","FiniteLivedIntangibleAssetsAccumulatedAmortization","TT"
NA,"2022-12-31",1.43e+08,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths","TT"
NA,"2022-12-31",3.1e+07,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","FiniteLivedIntangibleAssetsAmortizationExpenseYearFive","TT"
NA,"2022-12-31",5.7e+07,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","FiniteLivedIntangibleAssetsAmortizationExpenseYearFour","TT"
NA,"2022-12-31",1.1e+08,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","FiniteLivedIntangibleAssetsAmortizationExpenseYearThree","TT"
NA,"2022-12-31",1.41e+08,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo","TT"
NA,"2022-12-31",2445400000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","FiniteLivedIntangibleAssetsGross","TT"
NA,"2022-12-31",639900000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","FiniteLivedIntangibleAssetsNet","TT"
"2022-01-01","2022-12-31",-17900000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","ForeignCurrencyTransactionGainLossBeforeTax","TT"
NA,"2022-12-31",5503700000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","Goodwill","TT"
"2022-01-01","2022-12-31",96300000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","GoodwillAcquiredDuringPeriod","TT"
"2022-01-01","2022-12-31",-97400000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","GoodwillForeignCurrencyTranslationGainLoss","TT"
NA,"2022-12-31",2.496e+09,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","GoodwillImpairedAccumulatedImpairmentLoss","TT"
"2022-01-01","2022-12-31",1.778e+09,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","IncomeLossFromContinuingOperations","TT"
"2022-01-01","2022-12-31",18200000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity","TT"
"2022-01-01","2022-12-31",1312300000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic","TT"
"2022-01-01","2022-12-31",2172100000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest","TT"
"2022-01-01","2022-12-31",859800000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign","TT"
"2022-01-01","2022-12-31",1796200000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest","TT"
"2022-01-01","2022-12-31",-21500000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","IncomeLossFromDiscontinuedOperationsNetOfTax","TT"
"2022-01-01","2022-12-31",0,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest","TT"
"2022-01-01","2022-12-31",-21500000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity","TT"
"2022-01-01","2022-12-31",375900000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","IncomeTaxExpenseBenefit","TT"
"2022-01-01","2022-12-31",321300000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","IncomeTaxesPaidNet","TT"
"2022-01-01","2022-12-31",52500000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","IncomeTaxHolidayAggregateDollarAmount","TT"
"2022-01-01","2022-12-31",345400000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","IncreaseDecreaseInAccountsAndNotesReceivable","TT"
"2022-01-01","2022-12-31",317900000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","IncreaseDecreaseInAccountsPayable","TT"
"2022-01-01","2022-12-31",466700000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","IncreaseDecreaseInInventories","TT"
"2022-01-01","2022-12-31",116800000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","IncreaseDecreaseInOtherOperatingAssets","TT"
"2022-01-01","2022-12-31",60900000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","IncreaseDecreaseInOtherOperatingLiabilities","TT"
"2022-01-01","2022-12-31",2300000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","IncrementalCommonSharesAttributableToShareBasedPaymentArrangements","TT"
NA,"2022-12-31",5069500000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","IntangibleAssetsGrossExcludingGoodwill","TT"
NA,"2022-12-31",3.264e+09,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","IntangibleAssetsNetExcludingGoodwill","TT"
"2022-01-01","2022-12-31",223500000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","InterestExpense","TT"
"2022-01-01","2022-12-31",9200000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","InterestIncomeOther","TT"
"2022-01-01","2022-12-31",2.18e+08,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","InterestPaidNet","TT"
NA,"2022-12-31",3e+05,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","InterestRateCashFlowHedgeGainLossToBeReclassifiedDuringNext12MonthsNet","TT"
NA,"2022-12-31",1280300000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","InventoryFinishedGoods","TT"
NA,"2022-12-31",2123700000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","InventoryGross","TT"
NA,"2022-12-31",129900000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","InventoryLIFOReserve","TT"
NA,"2022-12-31",1993800000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","InventoryNet","TT"
NA,"2022-12-31",509600000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","InventoryRawMaterials","TT"
NA,"2022-12-31",94300000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","InventoryValuationReserves","TT"
NA,"2022-12-31",333800000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","InventoryWorkInProcess","TT"
NA,"2022-12-31",508600000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","LesseeOperatingLeaseLiabilityPaymentsDue","TT"
NA,"2022-12-31",30300000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive","TT"
NA,"2022-12-31",168900000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths","TT"
NA,"2022-12-31",31200000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","LesseeOperatingLeaseLiabilityPaymentsDueYearFive","TT"
NA,"2022-12-31",61400000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","LesseeOperatingLeaseLiabilityPaymentsDueYearFour","TT"
NA,"2022-12-31",87400000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","LesseeOperatingLeaseLiabilityPaymentsDueYearThree","TT"
NA,"2022-12-31",129400000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","LesseeOperatingLeaseLiabilityPaymentsDueYearTwo","TT"
NA,"2022-12-31",39300000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","LesseeOperatingLeaseLiabilityUndiscountedExcessAmount","TT"
NA,"2022-12-31",11976400000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","Liabilities","TT"
NA,"2022-12-31",18081600000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","LiabilitiesAndStockholdersEquity","TT"
NA,"2022-12-31",5686800000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","LiabilitiesCurrent","TT"
NA,"2022-12-31",4836300000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","LongTermDebt","TT"
NA,"2022-12-31",2726500000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive","TT"
NA,"2022-12-31",1.048e+09,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths","TT"
NA,"2022-12-31",0,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive","TT"
NA,"2022-12-31",398400000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour","TT"
NA,"2022-12-31",157200000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree","TT"
NA,"2022-12-31",506200000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo","TT"
NA,"2022-12-31",3788300000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","LongTermDebtNoncurrent","TT"
NA,"2022-12-31",16600000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","MinorityInterest","TT"
"2022-01-01","2022-12-31",14500000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders","TT"
"2022-01-01","2022-12-31",-15100000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","MinorityInterestDecreaseFromRedemptions","TT"
"2022-01-01","2022-12-31",-1852200000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","NetCashProvidedByUsedInFinancingActivities","TT"
"2022-01-01","2022-12-31",-540400000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","NetCashProvidedByUsedInInvestingActivities","TT"
"2022-01-01","2022-12-31",-539800000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","NetCashProvidedByUsedInInvestingActivitiesContinuingOperations","TT"
"2022-01-01","2022-12-31",1.504e+09,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","NetCashProvidedByUsedInOperatingActivities","TT"
"2022-01-01","2022-12-31",1698700000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","NetCashProvidedByUsedInOperatingActivitiesContinuingOperations","TT"
"2022-01-01","2022-12-31",1756500000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","NetIncomeLoss","TT"
NA,"2022-12-31",1998600000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","NoncurrentAssets","TT"
"2022-01-01","2022-12-31",-23300000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","NonoperatingIncomeExpense","TT"
"2022-01-01","2022-12-31",2418900000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","OperatingIncomeLoss","TT"
"2022-01-01","2022-12-31",179400000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","OperatingLeaseCost","TT"
"2022-01-01","2022-12-31",1.79e+08,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","OperatingLeasePayments","TT"
NA,"2022-12-31",462500000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","OperatingLeaseRightOfUseAsset","TT"
NA,"2022-12-31",0.03,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","OperatingLeaseWeightedAverageDiscountRatePercent","TT"
NA,"2022-12-31",384800000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","OtherAssetsCurrent","TT"
NA,"2022-12-31",1398600000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","OtherAssetsNoncurrent","TT"
"2022-01-01","2022-12-31",3300000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostCreditArisingDuringPeriodBeforeTax","TT"
"2022-01-01","2022-12-31",-1800000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","OtherComprehensiveIncomeForeignCurrencyTranslationGainLossArisingDuringPeriodTax","TT"
"2022-01-01","2022-12-31",-11600000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax","TT"
"2022-01-01","2022-12-31",-2500000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationTaxParent","TT"
"2022-01-01","2022-12-31",-24300000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAndTax","TT"
"2022-01-01","2022-12-31",-10200000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationBeforeTax","TT"
"2022-01-01","2022-12-31",1.5e+07,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","OtherComprehensiveIncomeLossFinalizationOfPensionAndNonPensionPostretirementPlanValuationBeforeTax","TT"
"2022-01-01","2022-12-31",-202700000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax","TT"
"2022-01-01","2022-12-31",-130200000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","OtherComprehensiveIncomeLossNetOfTax","TT"
"2022-01-01","2022-12-31",-84100000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax","TT"
"2022-01-01","2022-12-31",54200000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansNetUnamortizedGainLossArisingDuringPeriodBeforeTax","TT"
"2022-01-01","2022-12-31",-16100000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax","TT"
"2022-01-01","2022-12-31",-21600000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossBeforeTax","TT"
NA,"2022-12-31",1154200000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","OtherLiabilitiesNoncurrent","TT"
"2022-01-01","2022-12-31",-4e+06,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","OtherNonoperatingIncomeExpense","TT"
"2022-01-01","2022-12-31",2.3e+07,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","PaymentsForProceedsFromOtherInvestingActivities","TT"
"2022-01-01","2022-12-31",1200200000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","PaymentsForRepurchaseOfCommonStock","TT"
"2022-01-01","2022-12-31",2100000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","PaymentsOfDebtIssuanceCosts","TT"
"2022-01-01","2022-12-31",620200000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","PaymentsOfDividendsCommonStock","TT"
"2022-01-01","2022-12-31",14500000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","PaymentsOfDividendsMinorityInterest","TT"
NA,"2022-10-31",118500000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q3I","PaymentsToAcquireBusinessesNetOfCashAcquired","TT"
"2022-01-01","2022-12-31",234700000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","PaymentsToAcquireBusinessesNetOfCashAcquired","TT"
"2022-01-01","2022-12-31",291800000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","PaymentsToAcquireProductiveAssets","TT"
"2022-01-01","2022-12-31",291800000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","PaymentsToAcquirePropertyPlantAndEquipment","TT"
NA,"2022-12-31",6.67e+08,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesNoncurrent","TT"
"2022-01-01","2022-12-31",55600000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","PensionAndOtherPostretirementBenefitsExpenseReversalOfExpenseNoncash","TT"
NA,"2022-12-31",0.58,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","PercentageOfLIFOInventory","TT"
NA,"2022-12-31",0.001,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","PreferredStockParOrStatedValuePerShare","TT"
NA,"2022-12-31",4900000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","PriceRiskCashFlowHedgeUnrealizedGainLossToBeReclassifiedDuringNext12Months","TT"
"2022-01-01","2022-12-31",-2e+06,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","ProceedsFromPaymentsForOtherFinancingActivities","TT"
"2022-01-01","2022-12-31",9700000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","ProceedsFromSaleOfPropertyPlantAndEquipment","TT"
"2022-01-01","2022-12-31",2600000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","ProceedsFromStockOptionsExercised","TT"
"2022-01-01","2022-12-31",1774700000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","ProfitLoss","TT"
NA,"2022-12-31",3448600000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","PropertyPlantAndEquipmentGross","TT"
NA,"2022-12-31",1536100000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","PropertyPlantAndEquipmentNet","TT"
NA,"2022-12-31",2780100000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022Q4I","ReceivablesNetCurrent","TT"
"2022-01-01","2022-12-31",9600000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","RepaymentsOfLongTermDebt","TT"
"2022-01-01","2022-12-31",211200000,"0001466258-23-000058",2022,"FY","10-K","2023-02-10","CY2022","ResearchAndDevelopmentExpense","TT"
